DateTime,AvgTemp
25.01.2022,29.5
26.01.2022,28.7
27.01.2022,28.6
28.01.2022,28.2
29.01.2022,28.5
30.01.2022,28.4
31.01.2022,28.8
01.02.2022,28.6
02.02.2022,28.9
03.02.2022,29.2
04.02.2022,27.9
05.02.2022,28.3
06.02.2022,28
07.02.2022,26.7
08.02.2022,28.1
09.02.2022,27.9
10.02.2022,27.4
11.02.2022,27.9
12.02.2022,28.4
13.02.2022,27.9
14.02.2022,27.8
15.02.2022,28.9
16.02.2022,28.5
17.02.2022,28.5
18.02.2022,27.4
19.02.2022,29
20.02.2022,27.3
21.02.2022,27.6
22.02.2022,28.2
23.02.2022,28
24.02.2022,27.2
25.02.2022,28.3
26.02.2022,28.3
27.02.2022,26.7
28.02.2022,27
01.03.2022,27.5
02.03.2022,28.9
03.03.2022,28.6
04.03.2022,28.7
05.03.2022,28.4
06.03.2022,27.8
07.03.2022,27.9
08.03.2022,27.8
09.03.2022,28.5
10.03.2022,28.7
11.03.2022,28
12.03.2022,28.9
13.03.2022,29.3
14.03.2022,28.7
15.03.2022,29.8
16.03.2022,28.1
17.03.2022,29.7
18.03.2022,30.2
19.03.2022,28.9
20.03.2022,28.2
21.03.2022,28.6
22.03.2022,26.6
23.03.2022,26.7
24.03.2022,29.5
25.03.2022,29.6
26.03.2022,28.7
27.03.2022,27.9
28.03.2022,29
29.03.2022,29.9
30.03.2022,28.8
31.03.2022,28.9
01.04.2022,28.5
02.04.2022,29.3
03.04.2022,28.8
04.04.2022,28.6
05.04.2022,29.3
06.04.2022,29.6
07.04.2022,29.3
08.04.2022,30.2
09.04.2022,29.6
10.04.2022,29.7
11.04.2022,29.4
12.04.2022,29.2
13.04.2022,29.6
14.04.2022,29.9
15.04.2022,30
16.04.2022,30.2
17.04.2022,29.7
18.04.2022,29
19.04.2022,28.1
20.04.2022,27.7
21.04.2022,28.6
22.04.2022,29.3
23.04.2022,29.6
24.04.2022,29.2
25.04.2022,30.4
26.04.2022,28.7
27.04.2022,29.1
28.04.2022,29
29.04.2022,28.7
30.04.2022,27.3
01.05.2022,29.4
02.05.2022,30
03.05.2022,30
04.05.2022,29.6
05.05.2022,29.9
06.05.2022,30.1
07.05.2022,30.3
08.05.2022,29.1
09.05.2022,28.6
10.05.2022,29.3
11.05.2022,29.1
12.05.2022,30.7
13.05.2022,30
14.05.2022,29.4
15.05.2022,29.9
16.05.2022,30.1
17.05.2022,29.7
18.05.2022,28
19.05.2022,28.2
20.05.2022,27.5
21.05.2022,28.4
22.05.2022,29.4
23.05.2022,30.3
24.05.2022,30.2
25.05.2022,29.3
26.05.2022,26.7
27.05.2022,27.4
28.05.2022,28.9
29.05.2022,28.5
30.05.2022,29.5
31.05.2022,29.8
01.06.2022,28.1
02.06.2022,29.2
03.06.2022,29.1
04.06.2022,28.6
05.06.2022,28.8
06.06.2022,27.8
07.06.2022,29.1
08.06.2022,27.6
09.06.2022,27.6
10.06.2022,28.7
11.06.2022,29.3
12.06.2022,29
13.06.2022,28.1
14.06.2022,26.9
15.06.2022,28.1
16.06.2022,27.9
17.06.2022,28
18.06.2022,28.1
19.06.2022,28.4
20.06.2022,28.7
21.06.2022,28.9
22.06.2022,28.7
23.06.2022,28.5
24.06.2022,28.6
25.06.2022,29.1
26.06.2022,28.4
27.06.2022,28.4
28.06.2022,28.2
29.06.2022,28.5
30.06.2022,28.1
01.07.2022,28.3
02.07.2022,28.8
03.07.2022,29.5
04.07.2022,29.1
05.07.2022,29
06.07.2022,27.7
07.07.2022,28.6
08.07.2022,27.5
09.07.2022,26.8
10.07.2022,27.7
11.07.2022,28.2
12.07.2022,29.4
13.07.2022,28.3
14.07.2022,27.2
15.07.2022,29.3
16.07.2022,29.7
17.07.2022,27.5
18.07.2022,28.9
19.07.2022,29
20.07.2022,28
21.07.2022,28.2
22.07.2022,28.7
23.07.2022,28.1
24.07.2022,28.7
25.07.2022,27.1
26.07.2022,27.2
27.07.2022,28.7
28.07.2022,28.3
29.07.2022,28.3
30.07.2022,28.2
31.07.2022,28
01.08.2022,28.9
02.08.2022,28
03.08.2022,29.4
04.08.2022,29
05.08.2022,28.4
06.08.2022,27.8
07.08.2022,27.8
08.08.2022,28
09.08.2022,29.1
10.08.2022,29
11.08.2022,30.4
12.08.2022,28.6
13.08.2022,29.1
14.08.2022,28.7
15.08.2022,28.1
16.08.2022,28.7
17.08.2022,29.2
18.08.2022,28.6
19.08.2022,29
20.08.2022,28.6
21.08.2022,28.7
22.08.2022,28.5
23.08.2022,28.9
24.08.2022,28.4
25.08.2022,28.9
26.08.2022,29.1
27.08.2022,28.4
28.08.2022,28.2
29.08.2022,28.6
30.08.2022,28.5
31.08.2022,28
01.09.2022,29.7
02.09.2022,30.1
03.09.2022,29.2
04.09.2022,29.2
05.09.2022,29
06.09.2022,28.9
07.09.2022,29.2
08.09.2022,27.9
09.09.2022,27.8
10.09.2022,28.6
11.09.2022,28.9
12.09.2022,29.7
13.09.2022,29.3
14.09.2022,29.7
15.09.2022,29.4
16.09.2022,29.8
17.09.2022,29.6
18.09.2022,29.6
19.09.2022,29.6
20.09.2022,29.2
21.09.2022,29
22.09.2022,30
23.09.2022,29.8
24.09.2022,29.7
25.09.2022,29.7
26.09.2022,30.4
27.09.2022,29.8
28.09.2022,30.1
29.09.2022,29.7
30.09.2022,27.9
01.10.2022,28.1
02.10.2022,28.5
03.10.2022,28
04.10.2022,28.7
05.10.2022,28.8
06.10.2022,28.2
07.10.2022,29
08.10.2022,29.6
09.10.2022,28.7
10.10.2022,29.5
11.10.2022,28.3
12.10.2022,29.6
13.10.2022,29.6
14.10.2022,29.3
15.10.2022,29.1
16.10.2022,29.6
17.10.2022,28.8
18.10.2022,27.8
19.10.2022,27.4
20.10.2022,27.9
21.10.2022,26.9
22.10.2022,28.4
23.10.2022,29.3
24.10.2022,27.9
25.10.2022,27.8
26.10.2022,27.3
27.10.2022,28.1
28.10.2022,28.7
29.10.2022,28.4
30.10.2022,29.7
31.10.2022,29.4
01.11.2022,28.9
02.11.2022,29.5
03.11.2022,29.4
04.11.2022,28.9
05.11.2022,29.5
06.11.2022,28.8
07.11.2022,27.8
08.11.2022,29.3
09.11.2022,27.9
10.11.2022,28.8
11.11.2022,29.1
12.11.2022,28.3
13.11.2022,29
14.11.2022,28.5
15.11.2022,28.9
16.11.2022,29.3
17.11.2022,29.6
18.11.2022,28.8
19.11.2022,26
20.11.2022,27.4
21.11.2022,29.3
22.11.2022,29.1
23.11.2022,28.7
24.11.2022,27.6
25.11.2022,28.1
26.11.2022,27.7
27.11.2022,27.1
28.11.2022,28
29.11.2022,27.9
30.11.2022,27.4
01.12.2022,28.9
02.12.2022,28.7
03.12.2022,29.5
04.12.2022,28.1
05.12.2022,27.2
06.12.2022,29.3
07.12.2022,29.7
08.12.2022,30.2
09.12.2022,30.4
10.12.2022,29.7
11.12.2022,29.9
12.12.2022,30.4
13.12.2022,30.2
14.12.2022,29
15.12.2022,29.3
16.12.2022,28.4
17.12.2022,28.4
18.12.2022,29.6
19.12.2022,29.6
20.12.2022,29.3
21.12.2022,29.1
22.12.2022,28.5
23.12.2022,28
24.12.2022,28.2
25.12.2022,27.7
26.12.2022,27.4
27.12.2022,27.8
28.12.2022,29.2
29.12.2022,27.5
30.12.2022,26.3
31.12.2022,25.8
